identifier,Naam,Plaats,Jaar,Plaats op ranglijst,Prijs per stuk in €,Aanbieding prijs,Aanbieding in €,Adres,Adres_google,Categorie,Conclusie,Eindcijfer,Gewicht in gram,Hoeveelheid vulling,Klefheid,Luchtigheid,Nevenvestiging,Opmerking,Smaak,Uiterlijk,Vetpercentage,Zelf aangemeld voor deelname,Zoetheid,Aanbieding bulk aantal,Aanbieding bulk prijs
"Oliebollenkraam John Vermolen, Den Haag",Oliebollenkraam John Vermolen,Den Haag,2017,59.0,1.0,0.83," 12 voor 10,00",Oude Kustlijn,,, Wat je noemt een bol met potentie. Valt overwegend in goede aarde. Hoog smaakgehalte. De korst mag wel iets krokanter en een beetje meer luchtigheid kan ook  geen kwaad.,,94.0,,,,,,,,6.83, nee,,12,10.00
"De Wateringse Oliebollenkraam, Wateringen",De Wateringse Oliebollenkraam,Wateringen,2017,60.0,1.0,0.91," 11 voor 10,00",Plein,,," Na de teleurstelling van vorig jaar kozen Onno en Anita Bootsma voor een heel basic bolletje. Goede keuze, want het is de beste in de omgeving. Mooie, krokante korst, goed op smaak.",,101.0,,,,,,,,10.7, ja,,11,10.00
"Hollandse Gebakkraam Nick Albers, Aalsmeer",Hollandse Gebakkraam Nick Albers,Aalsmeer,2017,61.0,1.0,0.8," 10 voor 8,00",Ophelialaan,,," Keurige oliebol die op een aantal punten toch nog beter kan. Oliebol ziet eruit om in te bijten, zo mooi. Doe je dat, dan is het hem toch net niet. Iets meer vulling geeft ook meer smaak. ",,91.0,,,,,,,,10.8, ja,,10,8.00
"Oliebollenkraam, Utrecht",Oliebollenkraam,Utrecht,2017,62.0,0.9,0.82," 11 voor 9,00",Maliebaan,,, Scoorde vorig jaar ruim voldoende. Wilde zich dit jaar niet opgeven omdat dat te veel zenuwen gaf'. Klanten meldden hem wel aan en zie: het resultaat is zelfs beter. Heb zelfvertrouwen en ontspan.,,102.0,,,,,,,,13.6, nee,,11,9.00
"Hollandse Gebakkraam J. Witstijn, Utrecht",Hollandse Gebakkraam J. Witstijn,Utrecht,2017,63.0,1.0,0.83," 12 voor 10,00","Seinedreef, p-terrein winkelcentrum Overvecht",,," Jopie Witstijn is een man van de oude kermisstempel. Recht door zee en hij doet wat hij vindt dat hij moet doen. Dat levert, zoals nu, een prima oliebolletje op. Nu die laatste stapjes.",,97.0,,,,,,,,5.75, nee,,12,10.00
"Gebakkraam Ron Hoppema, Barendrecht",Gebakkraam Ron Hoppema,Barendrecht,2017,64.0,1.0,0.83," 12 voor 10,00",'t Vlak,,," Ron Hoppema werkt al lange tijd intensief aan het verbeteren van zijn oliebollen en dat geeft nu het beste resultaat sinds jaren. Kan nog iets luchtiger, maar hapt best lekker weg. ",,98.0,,,,,,,,9.19, ja,,12,10.00
"Oud Hollandsche Gebakkraam N. Bischoff, Almelo",Oud Hollandsche Gebakkraam N. Bischoff,Almelo,2017,65.0,1.0,0.83," 12 voor 10,00",Schuilenburgsingel 5 (Intratuin),,," Daar kun je mee aankomen. Kekke smaak? Check. Goede vulling en van goede kwaliteit? Check. Korst om in te bijten? Check. Happen maar, zegt het panel dan.",,104.0,,,,,,,,6.19, nee,,12,10.00
"Gebakkraam Wesley Smit, Krimpen aan den IJssel",Gebakkraam Wesley Smit,Krimpen aan den IJssel,2017,66.0,1.0,0.83," 12 voor 10,00",Hoogstade (winkelcentrum Crimpenhof),,," Hoera, een knapperige korst en een frisse smaak. Zo mogen meer bollen uit het vet komen. Wesley staat voor het eerst op eigen benen. Gewoon een goeie bol, zonder fratsen. Ga zo door.",,102.0,,,,,,,,12.1, ja,,12,10.00
"Bakkerij Holtkamp, Schipluiden",Bakkerij Holtkamp,Schipluiden,2017,67.0,1.0,0.95," 10 voor 9,50",Keenenburgweg 12,,," Holtkamp, nog zo'n iconische naam uit de bakkerswereld. Voor z'n brood en banket rijd je om. En hoewel ze nog een fractie luchtiger kunnen, zijn ook de oliebollen niet te versmaden.",,96.0,,,,,,,,14.2, ja,,10,9.50
"Bakkerij Koopmans, Tubbergen",Bakkerij Koopmans,Tubbergen,2017,68.0,0.9,0.83," 12 voor 10,00",Grotestraat 61,,," Herbert Koopmans won met zijn oliebollen een vakwedstrijd in Noord-Nederland. Dat betekent dat hij zijn mannetje staat. Lekkere korst, fris tintje van de appel, goede vulling. Keurig.",,95.0,,,,,,,,7.27, ja,,12,10.00
"Oliebollenkraam Jan Cordes, Katwijk aan Zee",Oliebollenkraam Jan Cordes,Katwijk aan Zee,2017,69.0,1.0,0.71," 14 voor 10,00",Zeilmakerstraat,,," Een bolletje waarover de meningen uiteenlopen. Geen overdadige vulling, maar desondanks aan de zoete kant. En dat waardeert de een meer dan de ander.",,85.0,,,,,,,,8.94, nee,,14,10.00
"Betuwse Gebakkraam, Tiel",Betuwse Gebakkraam,Tiel,2017,70.0,1.0,0.67," 15 voor 10,00",Veemarkt,,," Mmmmm', zegt een panellid. Voor de taalliefhebber: een dergelijke klanknabootsing noemen we een onomatopee. Iets minder vulling komt de totale smaak waarschijnlijk ten goede.",,93.0,,,,,,,,6.89, nee,,15,10.00
"Reemer's Hollandse Gebakkraam, Rotterdam",Reemer's Hollandse Gebakkraam,Rotterdam,2017,71.0,0.9,0.73," 11 voor 8,00",Herenwaard (winkelcentrum Keizerswaard),,, Typische middenmoter. Zonder vergelijkingsmateriaal (proeven is immers vergelijken) op een gure herfstdag geniet je waarschijnlijk van dit bolletje. Maar voor de kritische consument,,96.0,,,,,,,,8.02, nee,,11,8.00
"Brabantse Oliebollenkraam, Maassluis",Brabantse Oliebollenkraam,Maassluis,2017,72.0,1.0,0.83," 6 voor 5,00",Koningshoek (bij AH),,," Niet eens zo verkeerd. Geen topbol, maar ook geen negatieve smaakeigenschappen. Korst kan wat knapperiger en iets meer luchtigheid zou mooi zijn. Voor de rest geen kwaad woord.",,88.0,,,,,,,,8.76, ja,,6,5.00
"Bakkerij Sterk, Nieuwegein",Bakkerij Sterk,Nieuwegein,2017,73.0,0.95,, Geen,Drilleveld 1,,," Oliebolletje waar op zich weinig mis mee is. Maar om in al dit bakkersgeweld te komen bovendrijven, heb je toch beter geschut nodig. Nu nog te veel variatie binnen de partij.",,102.0,,,,,,,,14.7, ja,,,
"Oliebollenkraam 't Krulletje jr, Hellevoetsluis",Oliebollenkraam 't Krulletje jr,Hellevoetsluis,2017,74.0,1.0,0.91," 11 voor 10,00",Struytsche Hoeck,,," Ach ja, 't Krulletje. Hoe lang staan ze daar nu al? Een eeuw? De felblauwe Porsche naast de kraam geeft een indicatie hoe de zaken gaan. Oliebol is zo'n beetje gemiddeld.",,96.0,,,,,,,,9.54, nee,,11,10.00
"Gebakkraam Denies, Delft",Gebakkraam Denies,Delft,2017,75.0,1.0,0.8," 10 voor 8,00",Schieweg 104 (Makro),,," Vorig jaar had hij nog een hoog cijfer, maar dit jaar komt Denies niet verder dan een ruime voldoende. Maar klanten krijgen een lekkere bol, niet te uitgesproken en gevuld met stukjes appel. ",,89.0,,,,,,,,10.5, ja,,10,8.00
